file,frame_index,status,expected_count,camera0_count,camera1_count,camera2_count,fused_count,cluster_id,observed_member_count,synthetic,mean_x,mean_y,mean_size,quality,members
100cm_1灯.csv,171,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,172,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,173,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,174,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,175,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,176,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,177,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,178,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,179,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,180,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,181,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,182,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,183,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,184,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,185,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,186,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,187,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,188,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,189,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,190,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,191,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,192,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,193,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,194,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,195,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,196,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,197,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,198,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,199,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,200,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,201,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,202,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,203,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,204,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,205,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,206,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,207,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,208,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,209,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,210,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,211,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,212,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,213,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,214,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,215,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,216,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,217,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,218,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,219,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,220,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,221,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,222,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,223,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,224,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,225,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,226,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,227,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
100cm_1灯.csv,228,ok,1,0,0,0,1,0,0,1,0.000000,0.000000,0.000000,0.000000,synthetic_missing
