I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19
32.533749,15.684064,604.962646,70.768677,-173.902390,9.466252,16.303642,459.637390,-28.717037,-220.072510,32.533749,9.841628,604.962646,95.306900,-160.313721,9.466252,17.577318,459.637390,-34.066475,-183.208206
32.533749,14.262015,604.962646,76.741272,-163.852936,9.466252,15.028437,459.637390,-23.361174,-223.131729,32.533749,10.674760,604.962646,91.807755,-148.291290,9.466252,17.354473,459.637390,-33.130527,-187.546738
19.661926,15.318877,523.870117,18.240805,-161.464264,22.338074,14.245461,540.729858,33.988976,-218.680786,19.661926,11.958302,523.870117,32.355217,-144.054306,22.338074,17.603647,540.729858,19.884590,-184.942795
19.661926,14.809791,523.870117,20.378969,-158.795578,22.338074,13.378713,540.729858,37.629314,-213.753143,19.661926,13.518398,523.870117,25.802816,-140.675354,22.338074,13.896639,540.729858,35.454025,-180.300003
13.919229,12.953212,487.691132,4.057270,-158.264282,28.080772,12.846530,576.908875,63.983814,-205.374298,13.919229,13.704296,487.691132,0.902716,-140.557144,28.080772,12.392536,576.908875,65.890587,-171.671478
13.919229,13.743272,487.691132,0.739018,-158.167496,28.080772,12.519770,576.908875,65.356209,-196.815750,13.919229,13.432438,487.691132,2.044521,-140.289413,28.080772,11.083017,576.908875,71.390572,-162.322708
17.337517,12.684369,509.226349,19.543219,-155.608276,22.262486,14.249139,540.253662,33.656055,-192.408417,17.337517,12.879517,509.226349,18.723600,-137.837509,22.262486,10.664972,540.253662,48.709553,-155.944092
17.337517,11.262202,509.226349,25.516319,-152.266846,22.262486,14.924972,540.253662,30.817556,-188.372772,17.337517,11.768023,509.226349,23.391870,-134.774292,22.262486,11.180293,540.253662,46.545204,-149.848892
36.359726,10.002993,629.066284,110.698273,-137.770645,3.240274,13.795933,420.413727,-44.333763,-194.178391,36.359726,10.313566,629.066284,109.393867,-120.448906,3.240274,13.040700,420.413727,-41.161785,-155.239120
36.359726,9.229837,629.066284,113.945526,-122.849213,3.240274,13.102703,420.413727,-41.422199,-199.602722,36.359726,9.806530,629.066284,111.523415,-105.844650,3.240274,14.568990,420.413727,-47.580601,-161.469910
