I0,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,I14,I15,I16,I17,I18,I19
-2.409857,-6.051013,15.292858,-150.377045,0.000000,-7.190144,-15.960192,36.834202,-518.054321,0.000000,-7.209857,-10.581836,14.162313,-633.561035,0.000000,-2.390144,-5.026224,11.071538,-250.780975,0.000000
-5.454805,-6.031322,2.421372,-150.059967,0.000000,-4.145195,-14.817557,44.823921,-512.184509,0.000000,-10.254806,-11.901247,6.915054,-632.655457,0.000000,0.654805,-6.174102,28.681408,-247.025070,0.000000
-5.454805,-5.633232,0.749392,-149.961838,0.000000,-4.145195,-13.729980,40.256096,-506.912903,0.000000,-10.254806,-12.711366,10.317553,-631.304321,0.000000,0.654805,-7.264898,33.262753,-242.669220,0.000000
-8.810378,-5.774805,-12.749408,-151.631409,0.000000,-0.789622,-12.290208,48.302456,-500.587555,0.000000,-13.610378,-13.594778,-0.065521,-631.312927,0.000000,4.010378,-7.934648,50.169106,-236.099457,0.000000
-8.810378,-5.861730,-12.384321,-153.253159,0.000000,-0.789622,-12.178187,47.831970,-494.323853,0.000000,-13.610378,-13.751194,0.591426,-631.235474,0.000000,4.010378,-7.959874,50.275051,-229.515823,0.000000
-1.008095,-7.073102,25.473028,-149.917404,0.000000,-8.591905,-11.723407,13.152308,-492.601501,0.000000,-5.808095,-11.531233,24.037176,-628.087708,0.000000,-3.791905,-8.361362,19.191721,-227.002625,0.000000
-1.008095,-8.588885,31.839317,-145.747971,0.000000,-8.591905,-10.286172,7.115922,-491.669678,0.000000,-5.808095,-10.940177,21.554741,-625.265076,0.000000,-3.791905,-8.607877,20.227081,-224.353836,0.000000
11.297695,-9.905576,89.053726,-134.086166,0.000000,-20.897696,-9.403709,-48.274738,-497.991333,0.000000,6.497694,-14.051269,86.305641,-613.963135,0.000000,-16.097694,-8.373237,-32.442722,-228.602280,0.000000
11.297695,-10.714024,92.449211,-121.979721,0.000000,-20.897696,-10.405878,-44.065632,-503.761841,0.000000,6.497694,-15.575479,92.707321,-601.822937,0.000000,-16.097694,-6.685167,-39.532612,-233.779175,0.000000
12.328302,-11.210410,98.862587,-109.033432,0.000000,-21.928303,-12.565209,-39.324989,-508.911560,0.000000,7.528303,-16.125343,99.345314,-588.813416,0.000000,-17.128304,-5.648693,-48.214363,-240.092972,0.000000
12.328302,-11.901192,101.763870,-95.707214,0.000000,-21.928303,-14.663038,-30.514109,-512.907410,0.000000,7.528303,-15.304961,95.899704,-576.255127,0.000000,-17.128304,-6.170297,-46.023624,-246.119873,0.000000
-1.178176,-11.553331,43.575649,-90.000877,0.000000,-8.421824,-15.951105,31.622978,-508.766327,0.000000,-5.978176,-14.801247,37.056896,-571.402405,0.000000,-3.621824,-8.034562,18.533499,-243.692856,0.000000
-1.178176,-10.567745,39.436188,-84.836609,0.000000,-8.421824,-15.197979,28.459848,-505.039429,0.000000,-5.978176,-14.877965,37.379112,-566.507507,0.000000,-3.621824,-9.565221,24.962265,-240.423996,0.000000
-1.466265,-9.576595,34.063385,-80.375931,0.000000,-8.133736,-15.507559,30.970057,-500.983826,0.000000,-6.266265,-14.153070,33.124580,-562.169800,0.000000,-3.333735,-10.505046,30.119503,-236.479767,0.000000
-1.466265,-8.968029,31.507408,-76.249954,0.000000,-8.133736,-16.083641,33.389603,-496.611359,0.000000,-6.266265,-13.321985,29.634024,-558.289124,0.000000,-3.333735,-10.310099,29.300724,-232.642776,0.000000
-6.564382,-8.208370,6.904752,-75.345764,0.000000,-3.035619,-16.437355,56.287289,-489.240417,0.000000,-11.364382,-12.811699,6.078732,-557.493103,0.000000,1.764381,-10.576401,51.831284,-225.855331,0.000000
-6.564382,-6.583940,0.082143,-75.335007,0.000000,-3.035619,-16.268536,55.578247,-481.962311,0.000000,-11.364382,-11.726383,1.520406,-557.294006,0.000000,1.764381,-10.739910,52.518021,-218.977966,0.000000
-17.672142,-5.200539,-52.380733,-82.194389,0.000000,8.072142,-16.164881,101.795486,-468.631958,0.000000,-22.472141,-10.287999,-51.173393,-563.995300,0.000000,12.872141,-10.454305,97.971069,-206.148422,0.000000
-17.672142,-3.965131,-57.569443,-89.733246,0.000000,8.072142,-16.487236,103.149384,-455.124298,0.000000,-22.472141,-9.790832,-53.261497,-570.969971,0.000000,12.872141,-11.436943,102.098145,-192.778427,0.000000
-28.878233,-2.820590,-109.442093,-104.064949,0.000000,19.278233,-18.229162,157.531036,-434.495239,0.000000,-33.678234,-10.257570,-98.366783,-583.851318,0.000000,24.078234,-12.040283,151.697754,-172.913239,0.000000
-28.878233,-1.731842,-114.014839,-118.995468,0.000000,19.278233,-18.526705,158.780731,-413.702515,0.000000,-33.678234,-10.158148,-98.784355,-596.787415,0.000000,24.078234,-10.866734,146.768860,-153.693497,0.000000
-18.149036,-0.677351,-73.381073,-128.604889,0.000000,8.549036,-17.165398,108.000618,-399.559601,0.000000,-22.949038,-10.097103,-53.978123,-603.855957,0.000000,13.349037,-10.146174,98.679886,-140.771133,0.000000
-18.149036,-0.415894,-74.479195,-138.358124,0.000000,8.549036,-15.943554,102.868874,-386.088654,0.000000,-22.949038,-10.059621,-54.135548,-610.945129,0.000000,13.349037,-9.317751,95.200508,-128.304398,0.000000
-9.946864,-0.641359,-39.083122,-143.476151,0.000000,0.346864,-15.579342,66.890060,-377.329254,0.000000,-14.746864,-10.808607,-16.540680,-613.111145,0.000000,5.146864,-8.037099,55.372643,-121.053215,0.000000
-9.946864,-1.165794,-36.880493,-148.305740,0.000000,0.346864,-16.127716,69.193230,-368.268250,0.000000,-14.746864,-11.268485,-14.609192,-615.024292,0.000000,5.146864,-6.478779,48.827698,-114.659119,0.000000
-11.243107,-1.101798,-42.593494,-153.883453,0.000000,1.643107,-16.078417,74.430397,-358.521423,0.000000,-16.043108,-11.550850,-18.867483,-617.495056,0.000000,6.443107,-4.363970,45.389725,-108.715218,0.000000
-11.243107,-0.676504,-44.379730,-159.695068,0.000000,1.643107,-14.890148,69.439667,-349.428131,0.000000,-16.043108,-12.496222,-14.896922,-619.445862,0.000000,6.443107,-3.065478,39.936054,-103.485497,0.000000
-3.773960,-0.415373,-14.106062,-161.542297,0.000000,-5.826041,-13.388551,31.762541,-345.268738,0.000000,-8.573960,-13.848680,22.153824,-616.544739,0.000000,-1.026040,-1.882203,3.595884,-103.014610,0.000000
-3.773960,-0.255039,-14.779465,-163.477707,0.000000,-5.826041,-10.536570,19.784220,-342.677979,0.000000,-8.573960,-14.293090,24.020344,-613.399170,0.000000,-1.026040,-0.769673,-1.076744,-103.155609,0.000000
2.824957,-0.156594,12.522515,-161.837860,0.000000,-12.424957,-9.171453,-13.664716,-344.467377,0.000000,-1.975043,-13.793957,49.639439,-606.898743,0.000000,-7.624958,0.299421,-33.282387,-107.514015,0.000000
2.824957,-0.096149,12.268645,-160.231247,0.000000,-12.424957,-10.263272,-9.079077,-345.656311,0.000000,-1.975043,-12.329490,43.488674,-601.203796,0.000000,-7.624958,1.341844,-37.660564,-112.445755,0.000000
-8.807804,0.326965,-38.366024,-165.255371,0.000000,-0.792196,-13.249649,52.321301,-338.804718,0.000000,-13.607804,-11.430306,-9.145491,-602.401428,0.000000,4.007804,1.595892,10.130028,-111.119202,0.000000
-8.807804,0.972756,-41.078354,-170.634674,0.000000,-0.792196,-13.153284,51.916565,-332.006104,0.000000,-13.607804,-10.492208,-13.085502,-604.114990,0.000000,4.007804,0.979878,12.717288,-109.453850,0.000000
-6.854533,0.983272,-32.918781,-174.945450,0.000000,-2.745468,-11.550117,36.979527,-327.163574,0.000000,-11.654533,-9.916216,-7.300933,-605.071045,0.000000,2.054533,0.601645,6.102128,-108.654762,0.000000
-6.854533,0.989729,-32.945900,-179.259811,0.000000,-2.745468,-10.179771,31.224075,-323.074677,0.000000,-11.654533,-9.176557,-10.407502,-606.433960,0.000000,2.054533,0.755410,5.456314,-107.940247,0.000000
-0.517397,0.607694,-4.725382,-179.878601,0.000000,-9.082603,-8.566380,-2.168140,-323.358612,0.000000,-5.317398,-8.722405,14.301032,-604.561218,0.000000,-4.282603,0.463822,-19.934982,-110.550781,0.000000
-0.517397,0.373124,-3.740190,-180.368393,0.000000,-9.082603,-7.575757,-6.328755,-324.187378,0.000000,-5.317398,-8.443557,13.129868,-602.841858,0.000000,-4.282603,0.670787,-20.804234,-113.275146,0.000000
-2.171640,-0.156902,-8.461901,-181.476501,0.000000,-7.428360,-6.967515,-1.935549,-324.440826,0.000000,-6.971641,-7.500344,2.220553,-602.551086,0.000000,-2.628360,0.797863,-14.390136,-115.159569,0.000000
-2.171640,-0.096338,-8.716269,-182.617935,0.000000,-7.428360,-6.980054,-1.882883,-324.687378,0.000000,-6.971641,-5.763211,-5.075403,-603.215698,0.000000,-2.628360,0.489888,-13.096641,-116.874603,0.000000
-15.110947,-0.059151,-63.217537,-190.896408,0.000000,5.510946,-7.373754,54.115734,-317.600800,0.000000,-19.910946,-4.310612,-65.521400,-611.795837,0.000000,10.310946,0.300791,42.042648,-111.369011,0.000000
-15.110947,0.349681,-64.934631,-199.399765,0.000000,5.510946,-7.229485,53.509808,-310.593567,0.000000,-19.910946,-3.418715,-69.267357,-620.866577,0.000000,10.310946,-0.587314,45.772690,-105.374969,0.000000
-4.836614,0.214704,-21.215534,-202.177994,0.000000,-4.763387,-6.368904,6.743171,-309.710541,0.000000,-9.636614,-3.643091,-25.172794,-624.163025,0.000000,0.036613,-0.746611,3.289543,-104.944199,0.000000
-4.836614,0.131828,-20.867455,-204.910645,0.000000,-4.763387,-4.682507,-0.339697,-309.755005,0.000000,-9.636614,-3.008858,-27.836575,-627.808289,0.000000,0.036613,-0.458419,2.079137,-104.671936,0.000000
-3.564013,0.080943,-15.308811,-206.915359,0.000000,-6.035988,-3.647059,-10.033501,-311.068909,0.000000,-8.364013,-1.847439,-27.369610,-631.392456,0.000000,-1.235988,-0.281469,-4.008977,-105.196915,0.000000
